id,title,category1,T5_rank,T5_S_scale,T5_S_score
20606933,গাঁজায় ভাসছে চুনারুঘাট,অর্থনীতি,2.0,0.875,87.5
20606936,সড়ক দুর্ঘটনায় ব্যাংক কর্মকর্তাসহ নিহত ২,অর্থনীতি,2.0,0.875,87.5
20606860,"
শেয়ারবাজারে নজিরবিহীন ধস 
বিনিয়োগকারীদের বাঁচান
",অর্থনীতি,2.0,0.875,87.5
20606942,বাউবি’র ঢাকা কেন্দ্রে বঙ্গবন্ধুর ম্যুরাল উদ্বোধন,অর্থনীতি,2.0,0.875,87.5
20606857,"

ইসরাইলকে বাইডেনের সমর্থন : হোয়াইট হাউসের রমজান অনুষ্ঠান বর্জনের ঘোষণা মুসলিম দলগুলোর
",অর্থনীতি,2.0,0.875,87.5
20606855,"

পতন থেকে ১ মাস পর ঘুরে দাঁড়ানোর চেষ্টায় পুঁজিবাজার
",অর্থনীতি,2.0,0.875,87.5
20606946,কালাইয়ে পানির সেচ মূল্য বৃদ্ধিতে বিপাকে চাষিরা,অর্থনীতি,2.0,0.875,87.5
20606853,"

মাঝিদের সাহরি ইফতারে পচাভাত ও হোটেলের বাসি খাবার
",অর্থনীতি,2.0,0.875,87.5
20606848,"

ভুয়া ব্যবসায় নিয়োজিত ক্যাডারদের বিরুদ্ধে ব্যবস্থা নিচ্ছে চীন
",অর্থনীতি,2.0,0.875,87.5
20606847,"

কনজ্যুমার ফিন্যান্স কোম্পানির আইন কঠোর করছে চীন
",অর্থনীতি,2.0,0.875,87.5
20606964,তানোর পোস্ট অফিস থেকে গ্রাহকের কোটি টাকা উধাও,অর্থনীতি,2.0,0.875,87.5
20606844,"

৩ হাজার ৪৩৪ কোটি টাকার কেনাকাটা করবে সরকার
",অর্থনীতি,2.0,0.875,87.5
20606841,"

উন্নয়ন প্রকল্প বাস্তবায়ন ১৪ বছরে সবচেয়ে হতাশাজনক
৮ মাসে মাত্র ৩১.১৭ শতাংশ ৩০ শতাংশও বাস্তবায়ন করতে পারেনি ২০ মন্ত্রণালয় 
",অর্থনীতি,2.0,0.875,87.5
20606975,জিম্মি জাহাজের মালিকপক্ষের সঙ্গে যোগাযোগ দস্যুদের,অর্থনীতি,2.0,0.875,87.5
20606833,"

অতি লাভের আশায় অপরিপক্ব পেঁয়াজ উৎপাদনে ঘাটতি
",অর্থনীতি,2.0,0.875,87.5
20612145,"

যানজট নিরসনে নগরবাসীর প্রতি ট্রাফিক পুলিশের নির্দেশনা
",অর্থনীতি,2.0,0.875,87.5
20612991,"

কিয়েভে রাশিয়ার জোরালো ক্ষেপণাস্ত্র হামলা
",অর্থনীতি,2.0,0.875,87.5
20611077,বৃহত্তর খুলনা সমিতির ইফতার মাহফিল,অর্থনীতি,2.0,0.875,87.5
20606790,"

ঝালকাঠি থেকে সরকারি গাছ কেটে নিয়ে যাওয়ার সময় জব্দ
",অর্থনীতি,2.0,0.875,87.5
20606766,"

  পাকিস্তানে কয়লা খনিতে বিস্ফোরণে ১২ শ্রমিক নিহত
",অর্থনীতি,2.0,0.875,87.5
20613746,"

গ্রীষ্মকালীন পেঁয়াজের উৎপাদন বাড়াতে ১৪ কোটি টাকার প্রণোদনা ঘোষণা
",অর্থনীতি,2.0,0.875,87.5
20606764,"

 নির্বাচিত হলে শর্তসাপেক্ষে ন্যাটোতে থাকবেন ট্রাম্প
",অর্থনীতি,2.0,0.875,87.5
20606763,"

পাকিস্তানকে আরো ১১০ কোটি ডলার  দেবে আইএমএফ
",অর্থনীতি,2.0,0.875,87.5
20613748,"

ঈদে সড়কে দুর্ঘটনা এড়াতে যে নির্দেশ দিলেন ওবায়দুল কাদের
",অর্থনীতি,2.0,0.875,87.5
20612994,"

৩২টি এয়ারবাস, ১০টি বোয়িং বিমান কিনছে জাপান
",অর্থনীতি,2.0,0.875,87.5
20615422,"

নন্দীগ্রামে মোটরসাইকেল নিয়ন্ত্রণ হারিয়ে ২ যুবক নিহত
",অর্থনীতি,2.0,0.875,87.5
20615424,"

ভারত থেকে আরো ৩০০ মেট্রিক টন আলু আমদানি
",অর্থনীতি,2.0,0.875,87.5
20616074,"

আত্রাইয়ে ভ্রাম্যমাণ আদালতের অভিযানে অর্ধশত স্থাপনা উচ্ছেদ
",অর্থনীতি,2.0,0.875,87.5
20616085,"

কমার ২ দিন পরই স্বর্ণের দামে নতুন রেকর্ড
",অর্থনীতি,2.0,0.875,87.5
20616087,"

বাবার ঘরে আগুন দিয়ে লাঠি হাতে পাহারা!
",অর্থনীতি,2.0,0.875,87.5
20613743,"

ভুটান থেকে বিদ্যুৎ আমদানিতে ভারতের ভূখণ্ড ব্যবহার করতে চান প্রধানমন্ত্রী
",অর্থনীতি,2.0,0.875,87.5
20616089,বানিয়াচংয়ে উপজেলা প্রশাসনের কর্মকর্তাদের সঙ্গে জেলা প্রশাসকের মতবিনিময়,অর্থনীতি,2.0,0.875,87.5
20616091,শিগগিরই ‘প্রবাসী কল্যাণ সেল’ গঠন করা হবে- প্রবাসী কল্যাণ মন্ত্রী,অর্থনীতি,2.0,0.875,87.5
20616093,"লন্ডনে রেল স্টেশনের প্রস্থান বোর্ডে রমজানের বার্তা, তদন্তে রেল কর্তারা",অর্থনীতি,2.0,0.875,87.5
20606747,"
	ব্যাংকে টাকার সঙ্কট কাটছে না 
এক দিনেই কেন্দ্রীয় ব্যাংক থেকে ধার ২২ হাজার কোটি টাকা
",অর্থনীতি,2.0,0.875,87.5
20616094,কমানোর দুদিন পরেই স্বর্ণের দাম ফের বাড়লো,অর্থনীতি,2.0,0.875,87.5
20616095,পুতিনকে ভোট দেয়ায় কর্মীকে চাকরিচ্যুত করলো বৃটিশ কোম্পানি,অর্থনীতি,2.0,0.875,87.5
20616774,"

‘বাংলাদেশ ল’ইয়ার্স কাউন্সিল আইনের শাসন প্রতিষ্ঠায় আন্দোলন করে যাচ্ছে’
",অর্থনীতি,2.0,0.875,87.5
20616779,"

বাজার ব্যবস্থাটাকে ঢেলে সাজানোর চেষ্টা করছি : বাণিজ্য প্রতিমন্ত্রী
",অর্থনীতি,2.0,0.875,87.5
20616780,"

জি টু জি পদ্ধতিতে বাংলাদেশ বিমানের সাথে কাজ করতে আগ্রহী কানাডা
",অর্থনীতি,2.0,0.875,87.5
20606740,"

ঢাকাস্থ দেবিদ্বার কল্যাণ সমিতির ইফতার মাহফিল অনুষ্ঠিত
",অর্থনীতি,2.0,0.875,87.5
20606739,"

মোকাম্মেল অলি ছিলেন আবদুচ্ছালাম ইছাপুরী: সুফি মিজান
",অর্থনীতি,2.0,0.875,87.5
20616782,"

আয়ারল্যান্ডকে ইউরোপীয় ইউনিয়নে বন্ধু হিসেবে দেখা উচিৎ বাংলাদেশের : আইরিশ মন্ত্রী
",অর্থনীতি,2.0,0.875,87.5
20616090,বিমানের সঙ্গে ঘনিষ্টভাবে কাজ করতে আগ্রহী কানাডা,অর্থনীতি,2.0,0.875,87.5
20606768,"

যুক্তরাষ্ট্র ইউক্রেনকে ব্যর্থ হতে দেবে না : লয়েড অস্টিন
",অর্থনীতি,2.0,0.875,87.5
20613750,"

যথাযথ স্বাস্থ্যসেবা না পাওয়ায় ডেঙ্গু আক্রান্ত রোগীর মৃত্যুহার বেশি : মেয়র তাপস
",অর্থনীতি,2.0,0.875,87.5
20606781,"

 স্ট্যান্ডার্ড ব্যাংক বাংলাদেশ ব্যাংক অংশগ্রহণমূলক চুক্তি
",অর্থনীতি,2.0,0.875,87.5
20606779,"

সয়াল্যান্ড খ্যাত লক্ষ্মীপুরে সয়াবিন উৎপাদনে লক্ষ্যমাত্রা ছাড়িয়ে যাওয়ার আশা
",অর্থনীতি,2.0,0.875,87.5
20613740,"

সিংড়ায় আগুনে পুড়ল আশ্রয়ণ প্রকল্পের ১৭ ঘর
",অর্থনীতি,2.0,0.875,87.5
20606783,"

আইপিডিসি ইজি ও ইউনিয়ন গ্রুপের মধ্যে চুক্তি স্বাক্ষর
",অর্থনীতি,2.0,0.875,87.5
20613739,"

চিরিরবন্দরে আগুনে পুড়ে ৯ ঘর ভস্মীভূত
",অর্থনীতি,2.0,0.875,87.5
20606784,"

স্থায়ী জনকল্যাণের অনন্য উপায় ইসলামী ব্যাংকের ওয়াকফ হিসাব
",অর্থনীতি,2.0,0.875,87.5
20606789,"

সাদুল্লাপুরে আঞ্চলিক মহাসড়কে ৪ কিলোমিটারে ২২ বাঁক যেন মরণফাঁদ
",অর্থনীতি,2.0,0.875,87.5
20606785,"

 বাংলাদেশ ব্যাংক ও মার্কেন্টাইল ব্যাংক চুক্তি 
",অর্থনীতি,2.0,0.875,87.5
20613006,"

পীরগাছায় হঠাৎ শিলাবৃষ্টি
",অর্থনীতি,2.0,0.875,87.5
20606782,"

 বাংলাদেশ ব্যাংক ও আল-আরাফাহ্ ইসলামী ব্যাংকের চুক্তি
",অর্থনীতি,2.0,0.875,87.5
20613000,"

পাকিস্তানে গোয়াদার বন্দরে হামলা, সন্ত্রাসীসহ নিহত ১৪
",অর্থনীতি,2.0,0.875,87.5
20606940,গৃহবধূকে গণধর্ষণ গ্রেপ্তার ৩,আইন,3.0,0.75,75.0
20612133,"

মিরসরাইয়ে ইয়াবাসহ রোহিঙ্গা যুবক গ্রেফতার
",আইন,3.0,0.75,75.0
20610536,"

সম্পর্কের 'নতুন অধ্যায়ের' সূচনা করতে হিজবুল্লাহ সদস্যের আমিরাত সফর
",আইন,3.0,0.75,75.0
20612140,"

কারাভোগ শেষে দেশে ফিরলেন ভারতীয় ২ নাগরিক
",আইন,3.0,0.75,75.0
20612143,"

পাথরঘাটায় হরিণের চামড়াসহ আটক ৩
",আইন,3.0,0.75,75.0
20606900,মীরসরাইয়ে রাস্তা বন্ধ করায় অবরুদ্ধ ৬ পরিবার,আইন,3.0,0.75,75.0
20606896,ফুলবাড়ীয়ায় অনিয়ম-দুর্নীতির অভিযোগ ইউপি চেয়ারম্যানের বিরুদ্ধে অনাস্থা,আইন,3.0,0.75,75.0
20606895,"কালীগঞ্জ থেকে অপহৃত প্রবাসী নরসিংদীতে উদ্ধার, নারীসহ গ্রেপ্তার ৩",আইন,3.0,0.75,75.0
20612331,রমজানে সড়কে ব্যবসায়ীদের বসতে দেবে না ট্রাফিক পুলিশ,আইন,3.0,0.75,75.0
20606885,উৎকণ্ঠায় অপেক্ষা স্বজনদের,আইন,3.0,0.75,75.0
20613001,"

দাগনভূঞায় চেক প্রতারণা মামলায় গ্রেফতার ২
",আইন,3.0,0.75,75.0
20606910,বিএনপি নেতা আমানের জামিন,আইন,3.0,0.75,75.0
20613004,"

আফগানিস্তানে আত্মঘাতী হামলায় নিহত ৩
",আইন,3.0,0.75,75.0
20610534,"

ডিএমপির অভিযানে গ্রেফতার ৩৩
",আইন,3.0,0.75,75.0
20613742,"

মেট্রোরেলের ক্যান্টিন ভাড়ার ঘটনা তদন্তের নির্দেশ হাইকোর্টের
",আইন,3.0,0.75,75.0
20610541,"বাংলাদেশ থেকে অনুপ্রবেশকালে ভারতীয় আইএসের শীর্ষ দুই নেতা গ্রেপ্তার আসামে, একজনের স্ত্রী বাংলাদেশি",আইন,3.0,0.75,75.0
20610870,"সাংবাদিক রানার সব অভিযোগ অবিলম্বে প্রত্যাহার দাবি সিপিজের, দায়মুক্তি দিয়ে সাংবাদিকদের হয়রানি করা যাবে না",আইন,3.0,0.75,75.0
20613738,"

মুক্তি পেয়েছেন ব্যারিস্টার কাজল
",আইন,3.0,0.75,75.0
20613013,"মেট্রোরেলের ক্যান্টিন ভাড়া ১ হাজার টাকা!, তদন্তের নির্দেশ হাইকোর্টের",আইন,3.0,0.75,75.0
20615419,"

ফরিদপুরে নাশকতা মামলায় বিএনপির ৪ নেতা কারাগারে
",আইন,3.0,0.75,75.0
20615421,"

গাজীপুরে চাকরির প্রলোভনে আটকে রেখে নির্যাতন : উদ্ধার ২৭, গ্রেফতার ১৪
",আইন,3.0,0.75,75.0
20606943,মুরাদনগরের ইউপি চেয়ারম্যান সাময়িক বরখাস্ত,আইন,3.0,0.75,75.0
20606972,খুলনায় গ্যারেজ মিস্ত্রিকে হত্যা ও গুমের অভিযোগে মামলা,আইন,3.0,0.75,75.0
20606970,"চমেক হাসপাতালে র‌্যাবের অভিযান, ৩৮ দালাল আটক",আইন,3.0,0.75,75.0
20611064,"

ইন্দোনেশিয়া উপকূলে নৌকাডুবি : ৬৯ রোহিঙ্গা শরণার্থী উদ্ধার
",আইন,3.0,0.75,75.0
20606958,জামিন পেলেন আইনজীবী যুথী ও কাজল,আইন,3.0,0.75,75.0
20616080,"

এআই নিয়ে নতুন একটি আইনের খসড়া করা হবে : আইনমন্ত্রী
",আইন,3.0,0.75,75.0
20611067,"

গাজীপুরে সিকিউরিটি অ্যাজেন্সির নামে প্রতারণা : উদ্ধার ২৭, গ্রেফতার ১৪
",আইন,3.0,0.75,75.0
20606953,রংপুরে জুয়া খেলাকে কেন্দ্র করে বিরোধের জেরে হত্যাকাণ্ডের ঘটনায় ৩ আসামি গ্রেপ্তার,আইন,3.0,0.75,75.0
20606948,আশুলিয়ায় ডাকাতির সময় আন্তঃজেলা ডাকাতদলের ৬ সদস্য গ্রেপ্তার,আইন,3.0,0.75,75.0
20613012,সেপ্টেম্বরের মধ্যে ‘এআই’ আইনের খসড়া প্রণয়ন: আইনমন্ত্রী,আইন,3.0,0.75,75.0
20606881,বাংলাদেশি কূটনীতিককে গ্রহণ করছে না বাহরাইন,আইন,3.0,0.75,75.0
20616786,"

নওগাঁয় বেয়াইয়ের ছুরিকাঘাতে বেয়াই নিহত; আটক অপর বেয়াই
",আইন,3.0,0.75,75.0
20606743,"

জোর করে মাটি কাটায় বাধা: হামলায় নারীসহ আহত দুই
",আইন,3.0,0.75,75.0
20606829,"

কায়সার কামালসহ ১০ আইনজীবীর জামিন
",আইন,3.0,0.75,75.0
20606767,"

 অনাহারে মৃত্যুর মুখে রাখাইনের বাস্তুচ্যুতরা
",আইন,3.0,0.75,75.0
20606792,"

চুরির মামলায় পাংশা ছাত্রলীগের সাধারণ সম্পাদক কারাগারে
",আইন,3.0,0.75,75.0
20606771,"

দোহারে দুর্বৃত্তের হামলায় একই পরিবারের ৫ জন আহত
",আইন,3.0,0.75,75.0
20606772,"

 সোনারগাঁওয়ে চার ডাকাত নিহতের ঘটনায় মামলা 
",আইন,3.0,0.75,75.0
20606866,"

১২তলা থেকে লাফিয়ে ১১তলায় কার্নিশে আটকা কিশোরী
",আইন,3.0,0.75,75.0
20606828,"

যুথীসহ ৪ আইনজীবীর আগাম জামিন
আজ আপনার ক্ষমতা আছে, কাল নাও থাকতে পারে: শুনানিতে হাইকোর্ট
",আইন,3.0,0.75,75.0
20606868,আহাদ মিয়ার ৫ম মৃত্যুবার্ষিকী আজ,আইন,3.0,0.75,75.0
20606744,"

ডিজিটাল নিরাপত্তা আইনের মামলায় হাজিরা দিলেন প্রথম আলো সম্পাদক
",আইন,3.0,0.75,75.0
20606776,"

কক্সবাজারে শিক্ষার্থীদের মধ্যে কুরআন বিতরণ 
",আইন,3.0,0.75,75.0
20606777,"

শ্রীমঙ্গলে দলিল লেখকদের কর্মবিরতি
",আইন,3.0,0.75,75.0
20606770,"

 নোয়াখালীতে ডাকাতির প্রস্তুতিকালে গ্রেফতার ৩ অস্ত্র উদ্ধার 
",আইন,3.0,0.75,75.0
20606793,"

লালমোহনে সাংবাদিক হান্নানকে প্রাণনাশের হুমকি
",আইন,3.0,0.75,75.0
20606838,"

রমজানেও শান্তিতে নেই সীমান্ত এলাকার মানুষ
",আইন,3.0,0.75,75.0
20606822,"

কুমিল্লায় মহাসড়কের পাশে মুখে স্কচটেপ প্যাঁচানো কাউন্সিলরের লাশ
",আইন,3.0,0.75,75.0
20606742,"

দালালে গিজ গিজ করছে চমেক হাসপাতাল
",আইন,3.0,0.75,75.0
20606741,"

সমাজসেবক আবুল হোসেনের ইন্তেকাল
",আইন,3.0,0.75,75.0
20606816,"
ভিকারুন নিসায় ১৬৯ শিক্ষার্থীর ভর্তির ওপর স্থিতাবস্থা 
২ মাসের মধ্যে হাইকোর্টকে রুল নিষ্পত্তির নির্দেশ
",আইন,3.0,0.75,75.0
20606850,"

মোবাইল কোম্পানিকে আলাদা ডাটাবেজ তৈরির নির্দেশনা বাতিল প্রশ্নে হাইকোর্টের রুল
",আইন,3.0,0.75,75.0
20616083,"

তেল আবিবে ইসরাইলি বিদ্যুৎকেন্দ্রে ইরাকি গ্রুপের হামলা
",বিজ্ঞান,4.0,0.625,62.5
20611080,ওয়ালটনের নতুন সিরিজের স্মার্টফোন ‘নেক্সজি এন৯’ বাজারে,বিজ্ঞান,4.0,0.625,62.5
20612993,"

এআই-এর ঝুঁকি ও সম্ভাবনা নিয়ে জাতিসঙ্ঘ সাধারণ পরিষদে আলোচনা
",বিজ্ঞান,4.0,0.625,62.5
20616073,"

ইসরাইলি পণ্য বয়কট : এখন পশ্চিমা ব্র্যান্ডের পরিবর্তে তালিকায় থাকছে স্থানীয় পণ্য
",বিজ্ঞান,4.0,0.625,62.5
20606761,"

ডিজিটাল জুয়ার ফাঁদ
",বিজ্ঞান,4.0,0.625,62.5
20613755,নির্বাচনী হস্তক্ষেপ মামলায় সুপ্রিম কোর্টের কাছে 'রক্ষাকবচ ' চাইলেন ট্রাম্প,বিজ্ঞান,4.0,0.625,62.5
20612329,"ডিপফেকের শিকার ইতালির প্রধানমন্ত্রী মেলোনি, ১০০,০০০ ইউরো ক্ষতিপূরণ দাবি",বিজ্ঞান,4.0,0.625,62.5
20606780,"

ওয়ালটনের নতুন স্মার্টফোন ‘নেক্সজি এন৯’
",বিজ্ঞান,4.0,0.625,62.5
20606846,"

ডিজিটাল জুয়ার ফাঁদ
",বিজ্ঞান,4.0,0.625,62.5
20606752,"

এনভিডিয়ার নতুন এআই চিপ
",বিজ্ঞান,4.0,0.625,62.5
20606879,ফখরুলের সংগ্রহশালায় ১৩০ দেশের মুদ্রা,বিজ্ঞান,4.0,0.625,62.5
20610532,"

ভূমিকম্পে কেঁপে উঠল টোকিও
",বিজ্ঞান,4.0,0.625,62.5
20606753,"

টিকটক ব্যবহারকারীদের ব্যক্তিগত তথ্যের নিরাপত্তায় সক্রিয় যুক্তরাষ্ট্র
",বিজ্ঞান,4.0,0.625,62.5
20612137,"

দমকা হাওয়াসহ বজ্রবৃষ্টির পূর্বাভাস
",বিজ্ঞান,4.0,0.625,62.5
20606865,"

কম্পিউটার সমিতির নির্বাচনে ৯ প্রার্থীর মনোনয়ন বৈধ ঘোষণা
",বিজ্ঞান,4.0,0.625,62.5
20613745,"

ইবনে সিনা মেডিক্যাল কলেজে ইফতার মাহফিল অনুষ্ঠিত
",শিক্ষা,5.0,0.5,50.0
20606765,"

 চীনে যাত্রীবাহী বাস দুর্ঘটনায় নিহত ১৪
",শিক্ষা,5.0,0.5,50.0
20606813,"

ছাত্রলীগের বাইরে সব নিয়োগ ক্যান্সেল
চবি ছাত্রলীগ নেতা শাসালেন রেজিস্ট্রারকে
",শিক্ষা,5.0,0.5,50.0
20606791,"

মুরাদনগরে প্রধান শিক্ষককে অপসারণ দাবিতে মানববন্ধন
",শিক্ষা,5.0,0.5,50.0
20612996,"

ফরিদপুরে যাত্রী ছাউনিতে পড়েছিল যুবকের লাশ
",শিক্ষা,5.0,0.5,50.0
20606821,"

এমপিওভুক্ত হচ্ছেন সাড়ে ৫ হাজার বেসরকারি শিক্ষক-কর্মচারী
",শিক্ষা,5.0,0.5,50.0
20606815,"

দেশ ও নারীর উন্নয়নে খালেদা জিয়ার অবদান প্রশ্নাতীত : ইউট্যাব
",শিক্ষা,5.0,0.5,50.0
20613741,"

জবিতে বিশেষ সিন্ডিকেটের আহ্বান 
",শিক্ষা,5.0,0.5,50.0
20606814,"
ক্যাম্পাসে যৌন হয়রানি 
দ্রুত ব্যবস্থা নিতে ইউজিসির নির্দেশ
",শিক্ষা,5.0,0.5,50.0
20611056,"

মির্জাগঞ্জে হনুমানের আক্রমণে ২ স্কুলছাত্রী আহত
",শিক্ষা,5.0,0.5,50.0
20606774,"

বশেমুরকৃবিতে কৃষিপণ্য প্রক্রিয়াজাতকরণ বিষয়ক উদ্যোক্তা প্রশিক্ষণ উদ্বোধন
",শিক্ষা,5.0,0.5,50.0
20610524,"

রাবি জাতীয়তাবাদী শিক্ষক ফোরামের সভাপতি আলিম, সম্পাদক আমীরুল
",শিক্ষা,5.0,0.5,50.0
20606758,"

প্রশ্নোত্তর
",শিক্ষা,5.0,0.5,50.0
20606907,নবাবগঞ্জে ইংরেজি বিতর্ক প্রতিযোগিতা,শিক্ষা,5.0,0.5,50.0
20616778,"

জবির ফিল্ম অ্যান্ড টেলিভিশন বিভাগের নতুন চেয়ারম্যান অধ্যাপক আবুল হোসেন
",শিক্ষা,5.0,0.5,50.0
20606889,চবি রেজিস্ট্রারকে হুঁশিয়ারি: ছাত্রলীগ না হলেই চাকরি ক্যান্সেল,শিক্ষা,5.0,0.5,50.0
20606891,নাটোরে উৎকোচ না দেয়ায় ছয় শিক্ষকের বেতন বন্ধ,শিক্ষা,5.0,0.5,50.0
20606796,"
সভাপতি ইমরান, সম্পাদক ইমন  
বরিশালে ইন্টার্ন ডক্টরস অ্যাসোসিয়েশনের কমিটি গঠন
",শিক্ষা,5.0,0.5,50.0
20616773,"

এইচএসসির ফরম পূরণ শুরু ১৬ এপ্রিল, পরীক্ষা ৩০ জুন
",শিক্ষা,5.0,0.5,50.0
20606746,"
	তদন্ত করা হচ্ছে: ডিবি প্রধান 
শিক্ষক ইমনের বিরুদ্ধে জবি ছাত্রীর যৌন হয়রানির অভিযোগ
",শিক্ষা,5.0,0.5,50.0
20612142,"

তৃতীয় শ্রেণি পর্যন্ত প্রথম ও দ্বিতীয় সাময়িক পরীক্ষা হবে না
",শিক্ষা,5.0,0.5,50.0
20606906,কিশোরগঞ্জে মহিলা পরিষদের প্রতিবাদ সমাবেশ,শিক্ষা,5.0,0.5,50.0
20613756,রমজানের অনুষ্ঠান আয়োজন নিয়ে যা জানালো ঢাবি কর্তৃপক্ষ,শিক্ষা,5.0,0.5,50.0
20606908,কারাগারে জবি শিক্ষার্থী আম্মান সিদ্দিকী,শিক্ষা,5.0,0.5,50.0
20612144,"

৫ দফা দাবিতে জবি ভিসির কাছে স্মারকলিপি
",শিক্ষা,5.0,0.5,50.0
20606912,কঠিন শর্তে মেডিকেলে বিদেশি শিক্ষার্থী কমছে সংকুচিত হচ্ছে বৈদেশিক মুদ্রা আয়,শিক্ষা,5.0,0.5,50.0
20611072,শর্ত শিথিল: বাংলাদেশের ৯ বিশ্ববিদ্যালয়ের শিক্ষার্থীদের যুক্তরাষ্ট্রে উচ্চশিক্ষার সুযোগ,শিক্ষা,5.0,0.5,50.0
20606738,"
	রামাদান ফুড প্যাক উপহার  
সামর্থ্যবানদের সম্পদে দরিদ্রদের হক রয়েছে : শিবির সভাপতি
",শিক্ষা,5.0,0.5,50.0
20616081,"

হাইকোর্টের নিষেধাজ্ঞা অমান্য : ভাঙ্গা হচ্ছে শতবর্ষী কলেজিয়েট স্কুল
",শিক্ষা,5.0,0.5,50.0
