id,title,category1,T5_rank,T5_S_scale,T5_S_score
20563649,"

বঙ্গবন্ধুর জন্মদিন উপলক্ষে অগ্রণী ব্যাংকে দোয়া মাহফিল
",অর্থনীতি,2.0,0.875,87.5
20568865,সম্পদ বিবরণী জমা দেয়ার বাধ্যবাধকতা বাতিল হলে দুর্নীতি উৎসাহিত হবে: টিআইবি,অর্থনীতি,2.0,0.875,87.5
20563647,"

বেহাল পুঁজিবাজার : উপর্যুপরি পতনে নিঃস্ব বিনিয়োগকারীরা
",অর্থনীতি,2.0,0.875,87.5
20568867,প্রতিদিন মাস্তুল মেহমানখানায় ১০০০ ইফতারের আয়োজন,অর্থনীতি,2.0,0.875,87.5
20568851,"

রাণীনগরে টমটম গাড়ির ধাক্কায় নিহত ১
",আইন,3.0,0.75,75.0
20570435,"

কারাগারে বিএনপি নেতা আজিজুল বারী হেলাল
",আইন,3.0,0.75,75.0
20563806,চোরাচালানের মামলায় ইউপি চেয়ারম্যান কারাগারে,আইন,3.0,0.75,75.0
20570436,"

গাজীপুরে কিশোর গ্যাং গ্রুপের দলনেতাসহ সাত সদস্য গ্রেফতার
",আইন,3.0,0.75,75.0
20568853,"

খুলনার ইঁদুর মারার বিদ্যুতের তারে জড়িয়ে বউ-শাশুড়ির মৃত্যু
",আইন,3.0,0.75,75.0
20570445,"

নোয়াখালীতে ব্যবসা প্রতিষ্ঠানে সন্ত্রাসী হামলা, মালামাল লুটের অভিযোগ
",আইন,3.0,0.75,75.0
20570447,"

সাড়ে চার বছরে গণপিটুনিতে নিহত ২২৫
",আইন,3.0,0.75,75.0
20563800,কিশোরগঞ্জে ছিনতাই চক্রের দুই সদস্য গ্রেপ্তার,আইন,3.0,0.75,75.0
20563799,কুলাউড়ায় বিএসএফ’র গুলিতে কিশোর নিহত,আইন,3.0,0.75,75.0
20567593,"

ফরিদপুরে বিনষ্ট করা হলো সেই গাঁজার বাগান
",আইন,3.0,0.75,75.0
20567613,পার্কে নিয়ে কলেজছাত্রীকে ধর্ষণ,আইন,3.0,0.75,75.0
20568855,"

টাঙ্গাইলে প্রেমের ফাঁদে ফেলে ধর্ষণ, ২ জনের যাবজ্জীবন
",আইন,3.0,0.75,75.0
20563790,শ্যামনগরে বনরক্ষীদের ওপর হামলা,আইন,3.0,0.75,75.0
20563787,"টেকনাফে ইয়াবা উদ্ধার, গ্রেপ্তার ৪",আইন,3.0,0.75,75.0
20570450,"

সাধারণ মানুষের নিরাপদ ঈদযাত্রা নিশ্চিতের চেষ্টা করছে পুলিশ : আইজিপি
",আইন,3.0,0.75,75.0
20563784,"রাজশাহীতে গাড়ি আটকে চালককে মারধর, ৩ চাঁদাবাজ গ্রেপ্তার",আইন,3.0,0.75,75.0
20570452,"

গুণীজনকে সঠিক মর্যাদা দিতে হবে : আইনমন্ত্রী
",আইন,3.0,0.75,75.0
20563768,দুর্গাপুরে ৩৪০ বস্তা ভারতীয় চোরাই চিনি জব্দ,আইন,3.0,0.75,75.0
20563767,ত্রিশালে ৩ পুলিশ কর্মকর্তার ওপর হামলা আসামি ছিনতাই,আইন,3.0,0.75,75.0
20568860,"

ক্র্যাচে ভর দিয়ে আদালতে মামুনুল হক, যা বললেন তদন্ত কর্মকর্তা
",আইন,3.0,0.75,75.0
20563796,নওগাঁয় কারাগারে হাজতির মৃত্যু,আইন,3.0,0.75,75.0
20563793,রামগতিতে মেডিকেল অফিসারের হাতে লাঞ্ছিত রোগী,আইন,3.0,0.75,75.0
20565789,"

জামালপুরে তুলা চাষে বাম্পার ফলনে খুশি চাষিরা
",আইন,3.0,0.75,75.0
20565790,"
হলমার্ক কেলেঙ্কারি  
তানভীর-জেসমিনসহ ১৮ জনের মামলার রায় আজ
",আইন,3.0,0.75,75.0
20569414,"

গোবিন্দগঞ্জে পুলিশের পক্ষপাতিত্বের অভিযোগে সংবাদ সম্মেলন
",আইন,3.0,0.75,75.0
20567585,"

পাবনায় এক রাতে কবরস্থান থেকে ১৫টি কঙ্কাল উধাও!
",আইন,3.0,0.75,75.0
20569658,"

স্ত্রী হত্যা মামলায় যাবজ্জীবন সাজাপ্রাপ্ত স্বামি গ্রেফতার
",আইন,3.0,0.75,75.0
20569659,"

বোয়ালমারীতে প্রতিপক্ষের হামলায় আহত ৪, আটক ৭
",আইন,3.0,0.75,75.0
20566797,"

ঢাকায় কিশোর গ্যাংয়ের বিরুদ্ধে অভিযানে মূলহোতাসহ ৩৫ জন গ্রেফতার
",আইন,3.0,0.75,75.0
20569661,"

ঝালকাঠিতে শিশু হত্যা : এক যুবকের ফাঁসি, এক নারীর যাবজ্জীবন কারাদণ্ড
",আইন,3.0,0.75,75.0
20569662,"

জামালপুরে অনুষ্ঠিত হলো বাংলাদেশ লইয়ার্স কাউন্সিলের নবাগত আইনজীবী সংবর্ধনা অনুষ্ঠান
",আইন,3.0,0.75,75.0
20566794,"

নোয়াখালীতে ডাকাতির প্রস্তুতির সময় গ্রেফতার ৩
",আইন,3.0,0.75,75.0
20567598,"

মিয়ানমারের মর্টারের গোলার শব্দে কেঁপে ওঠল বাংলাদেশ সীমান্ত
",আইন,3.0,0.75,75.0
20569665,"

গফরগাঁওয়ে পৌর এলাকায় দিনে দুপুরে তালা ভেঙে চুরি
",আইন,3.0,0.75,75.0
20569413,"

সোনারগাঁওয়ে ৪ ডাকাত নিহতের ঘটনায় থানায় মামলা
",আইন,3.0,0.75,75.0
20566540,"

সালাম মুর্শেদীকে গুলশানের বাড়ি ছাড়তে হাইকোর্টের নির্দেশ
",আইন,3.0,0.75,75.0
20567596,"

চৌগাছায় এক দিনেই ২ নারীর আত্মহত্যা, ব্যর্থ ৪ 
",আইন,3.0,0.75,75.0
20563760,ওসমানীর সাদেক ৩ দিনের রিমান্ডে,আইন,3.0,0.75,75.0
20566533,"

হলমার্ক কেলেঙ্কারি : তানভীর-জেসমিনসহ ৯ জনের যাবজ্জীবন
",আইন,3.0,0.75,75.0
20569412,"

নাঙ্গলকোটে বিজয় এক্সপ্রেস লাইনচ্যুতির ঘটনায় ৪ কিশোর গ্রেফতার
",আইন,3.0,0.75,75.0
20567605,"

মিরসরাইয়ে ১০ মামলার আসামি লিটন গ্রেফতার
",আইন,3.0,0.75,75.0
20566223,সিএএ আইনের চ্যালেঞ্জ শুনানি আজ ভারতের সুপ্রিম কোর্টে,আইন,3.0,0.75,75.0
20568857,"

ভাঙ্গায় গৃহবধূর ৩ মেয়েসন্তান প্রসব, সাহায্যের আবেদন
",আইন,3.0,0.75,75.0
20566221,হলমার্ক কেলেঙ্কারি: তানভীর ও তার স্ত্রীর যাবজ্জীবন,আইন,3.0,0.75,75.0
20569675,গুণীজনকে সঠিক মর্যাদা দিতে হবে : আইনমন্ত্রী,আইন,3.0,0.75,75.0
20566218,"

ডিএমপির অভিযানে গ্রেফতার ২৩
",আইন,3.0,0.75,75.0
20566217,"

হলমার্ক কেলেঙ্কারি : তানভীর-জেসমিনের যাবজ্জীবন
",আইন,3.0,0.75,75.0
20567608,"

সেহেরির মাইকিং করায় ৫ যুবক পুলিশি হেনস্তার শিকার
",আইন,3.0,0.75,75.0
20566094,"

উত্তর গাজায় দুর্ভিক্ষ আসন্ন, সঙ্কট নজিরবিহীন : জাতিসঙ্ঘ
",আইন,3.0,0.75,75.0
20566093,"

পি কে হালদারের ১৩ সহযোগীর সাজা বাড়াতে দুদকের আবেদন
",আইন,3.0,0.75,75.0
20566534,"

মিয়ানমারে বেসামরিক নাগরিক নিহত হওয়ার খবরে ‘শঙ্কিত’ জাতিসঙ্ঘ প্রধান
",আইন,3.0,0.75,75.0
20568859,"

ঈদে সাধারণ মানুষ নির্বিঘ্নে গন্তব্যে পৌঁছাতে পারবে : আইজিপি
",আইন,3.0,0.75,75.0
20563789,শ্রীমঙ্গলে সাব-রেজিস্ট্রারের বিরুদ্ধে দুর্নীতির অভিযোগ দলিল লেখকদের কর্মবিরতি,আইন,3.0,0.75,75.0
20563666,"

ভাষাসৈনিক কাজী গোলাম মাহবুবের মৃত্যুবার্ষিকী আজ
",আইন,3.0,0.75,75.0
20563725,"
দ্রুত সময়ে আপিল নিষ্পত্তির নির্দেশ 
ড. ইউনূসের সাজার রায় স্থগিতের আদেশ বাতিল
",আইন,3.0,0.75,75.0
20563731,সাবেক প্রতিমন্ত্রীর বিরুদ্ধে দুদকের অনুসন্ধান শুরু,আইন,3.0,0.75,75.0
20563716,"
সাবেক সম্পাদক কাজলের জামিন নাকচ 
যুথিসহ ৪ আইনজীবীর জামিন শুনানিতে বিব্রত হাইকোর্ট
",আইন,3.0,0.75,75.0
20563734,গার্মেন্টস মালিককে অপহরণ করে সাড়ে ২২ লাখ টাকা লুটের মামলায় দু’জন কারাগারে,আইন,3.0,0.75,75.0
20563735,মেয়াদোত্তীর্ণ ট্যাং তারিখ বদলে বিক্রি করতো তারা,আইন,3.0,0.75,75.0
20563736,মেঘনায় মাছ ধরায় ১২ জেলেকে জরিমানা,আইন,3.0,0.75,75.0
20563739,পাবনায় চরমপন্থি দলের সাবেক সদস্যকে গুলি করে হত্যা,আইন,3.0,0.75,75.0
20563741,রংপুর পরিবার পরিকল্পনা অফিসের স্টোর কিপারের কারাদণ্ড,আইন,3.0,0.75,75.0
20563711,"

মার্কিন প্রতিনিধি পরিষদে তিব্বত নিয়ে নতুন প্রস্তাব
",আইন,3.0,0.75,75.0
20563693,"

নদীতে গোসল করতে নেমে একই দিনে প্রাণ গেল দুই  ভাইসহ এক কিশোরের
",আইন,3.0,0.75,75.0
20563709,"
স্মরণ 
রাজনৈতিক ও ধর্মীয় নেতা হাফেজ্জী হুজুর
",আইন,3.0,0.75,75.0
20563615,"

 গাজার আল-শিফা হাসপাতালে রাতভর ইসরাইলি হামলা
",আইন,3.0,0.75,75.0
20563640,"
 স্মরণ 
রাজনৈতিক ও ধর্মীয় নেতা হাফেজ্জী হুজুর 
",আইন,3.0,0.75,75.0
20563751,সোনারগাঁয়ে গণপিটুনিতে ৪ ডাকাত নিহত,আইন,3.0,0.75,75.0
20563748,আদালতকে অবহিত করে বিদেশ যেতে হবে ড. ইউনূসকে,আইন,3.0,0.75,75.0
20563608,"

পরিচয় গোপন করতে হত্যার পর পেট্রল ঢেলে মুখে আগুন
",আইন,3.0,0.75,75.0
20563664,"

বঙ্গবন্ধুর জন্মবার্ষিকীতে নানা অনুষ্ঠান
",আইন,3.0,0.75,75.0
20563651,"

পঞ্চগড়ে ২৭ কেজি গাঁজাসহ স্বামী-স্ত্রী গ্রেফতার
",আইন,3.0,0.75,75.0
20563723,"

ইতালিতে টিকটককে ১১ মিলিয়ন ডলার জরিমানা
",বিজ্ঞান,4.0,0.625,62.5
20563684,"

মহাকাশে রেস্তোরাঁ
",বিজ্ঞান,4.0,0.625,62.5
20566224,গোটা দেশেই হতে পারে ঝড়-বৃষ্টি,বিজ্ঞান,4.0,0.625,62.5
20567592,"

হার্ভার্ডের অধ্যাপক হেনরি লারসনের ইসলাম গ্রহণ 
",বিজ্ঞান,4.0,0.625,62.5
20563614,"
সিয়াম সাধনার মাস 
সাহরি বরকতপূর্ণ আহার
",বিজ্ঞান,4.0,0.625,62.5
20570444,"

সৌদিতে সড়ক দুর্ঘটনায় ঈদগাঁওয়ের যুবক নিহত
",বিজ্ঞান,4.0,0.625,62.5
20567615,"কথা দিয়ে কথা রাখেনি মোদি সরকার, আমরণ অনশনে লাদাখের জলবায়ু কর্মী",বিজ্ঞান,4.0,0.625,62.5
20566097,"

পাপুয়া নিউ গিনিতে বন্যায় ২৩ জনের মৃত্যু
",বিজ্ঞান,4.0,0.625,62.5
20566111,আরেকটি শহর দখলে নিলো আরাকান আর্মি,বিজ্ঞান,4.0,0.625,62.5
20568868,ডেমোক্রেট সমর্থক ইহুদিরা ইসরাইল ও তাদের ধর্মকে ঘৃণা করে: ট্রাম্প,বিজ্ঞান,4.0,0.625,62.5
20569677,বায়ু দূষণে ২০২৩ সালে বিশ্বে প্রথম বাংলাদেশ,বিজ্ঞান,4.0,0.625,62.5
20566215,"

ঝড়-বৃষ্টির আভাস, কমবে তাপমাত্রা
",বিজ্ঞান,4.0,0.625,62.5
20563670,"

 প্রতিবাদ উপেক্ষা করে ইবিতে অ্যাকাডেমিক এলাকায় মঞ্চের কাজ শুরু
",শিক্ষা,5.0,0.5,50.0
20563646,"

বিআইইউতে বঙ্গবন্ধুর জন্মদিন ও জাতীয় শিশু দিবস উদযাপিত
",শিক্ষা,5.0,0.5,50.0
20566225,"নাগরিকত্ব দেয়ার আগে পুরুষদের যৌনাঙ্গ পরীক্ষার প্রস্তাব, চরম বিতর্কের মুখে সাবেক রাজ্যপাল",শিক্ষা,5.0,0.5,50.0
20566793,"

অবন্তিকার অভিযোগ কে কে অবহেলা করেছে, তদন্ত করা হবে : জবি ভিসি
",শিক্ষা,5.0,0.5,50.0
20566537,"

জীবাশ্ম জ্বালানির তহবিল বন্ধ করল কেমব্রিজ বিশ্ববিদ্যালয়
",শিক্ষা,5.0,0.5,50.0
20565796,"ভোরে গাজায় ইসরাইলি বিমান হামলা, ২০ ফিলিস্তিনি নিহত",শিক্ষা,5.0,0.5,50.0
20566109,বিয়ের ৩ মাস পরই কেন আত্মহত্যার পথ বেছে নিলেন ববি শিক্ষার্থী?,শিক্ষা,5.0,0.5,50.0
20563694,"

 ১০ টাকা সহায়তা নিয়ে বাঁচার আশা রুয়েট ছাত্র মেহেদী হাসানের
",শিক্ষা,5.0,0.5,50.0
20567614,চট্টগ্রাম বিশ্ববিদ্যালয়ের নতুন ভিসি অধ্যাপক আবু তাহের,শিক্ষা,5.0,0.5,50.0
20569656,"

চট্টগ্রাম বিশ্ববিদ্যালয়ের নতুন ভিসি আবু তাহের
",শিক্ষা,5.0,0.5,50.0
20563654,"

কিশোরগঞ্জের গুরুদয়াল সরকারি কলেজে গণ-ইফতার
",শিক্ষা,5.0,0.5,50.0
20568863,"

কুবিতে‘বেআইনিভাবে' ডিন নিয়োগের প্রতিবাদে সিন্ডিকেট সদস্যের পদত্যাগ
",শিক্ষা,5.0,0.5,50.0
20569409,"

গলাচিপায় কিশোর গ্যাংয়ের হাতে এইচএসসি পরিক্ষার্থী নিহত
",শিক্ষা,5.0,0.5,50.0
20563669,"

  প্রাথমিকে শিক্ষক নিয়োগে তৃতীয়  ধাপের পরীক্ষা ২৯ মার্চ
",শিক্ষা,5.0,0.5,50.0
20573911,"

বুয়েটের ২০২৩-২৪ শিক্ষাবর্ষের ভর্তি পরীক্ষার ফল প্রকাশ
",শিক্ষা,5.0,0.5,50.0
20569663,"

ইবিতে গভীর রাতে মারামারির ঘটনায় হল থেকে বহিষ্কার ও শোকজ
",শিক্ষা,5.0,0.5,50.0
20563602,"
তদন্তে তথ্য আহ্বান 
অবন্তিকার মৃত্যুর বিচার দাবিতে জবিতে অবস্থান কর্মসূচি
",শিক্ষা,5.0,0.5,50.0
20563611,"

 ফেনী কলেজে সাধারণ ছাত্রদের ইফতার পণ্ড করল ছাত্রলীগ
",শিক্ষা,5.0,0.5,50.0
20563761,বিয়ের ৩ দিন আগে কলেজছাত্রীকে তুলে নিয়ে গেল ছাত্রলীগ নেতা,শিক্ষা,5.0,0.5,50.0
20570448,"

বুয়েটের ২০২৪-২৪ শিক্ষাবর্ষের ভর্তি পরীক্ষার ফল প্রকাশ
",শিক্ষা,5.0,0.5,50.0
20563764,ভোলাহাটে স্কুলশিক্ষকের অনিয়ম দুর্নীতির বিরুদ্ধে মানববন্ধন,শিক্ষা,5.0,0.5,50.0
20567591,"
অবন্তিকার আত্মহত্যা 
জবি প্রশাসনকে লালকার্ড দেখাল শিক্ষার্থীরা
",শিক্ষা,5.0,0.5,50.0
20570446,"

হৃদরোগে আক্রান্ত হয়ে জবি শিক্ষার্থীর মৃত্যু
",শিক্ষা,5.0,0.5,50.0
20570442,"

রাবি প্রেসক্লাবের আয়োজনে ইফতার মাহফিল অনুষ্ঠিত
",শিক্ষা,5.0,0.5,50.0
20563675,"

 ড. আশরাফ সিদ্দিকীর মৃত্যুবার্ষিকী আজ
",শিক্ষা,5.0,0.5,50.0
20567588,"
অবন্তিকার আত্মহত্যা 
জবিতে বাংলাদেশ মহিলা পরিষদের প্রতিবাদ সমাবেশ
",শিক্ষা,5.0,0.5,50.0
20563627,"

স্কুলশিক্ষার্থীদের যুদ্ধ ও দুর্যোগকালে করণীয় শেখানো উচিত : জার্মান শিক্ষামন্ত্রী
",শিক্ষা,5.0,0.5,50.0
20569660,"

জামালপুরে ছাত্রলীগ নেতার বিরুদ্ধে শিক্ষক লাঞ্ছনার অভিযোগ
",শিক্ষা,5.0,0.5,50.0
20563743,রক্ষকই ভক্ষক,শিক্ষা,5.0,0.5,50.0
20563782,হাতিয়ায় প্রধান শিক্ষকের দাপটে অভিভাবকরা অসহায়,শিক্ষা,5.0,0.5,50.0
20563783,বঙ্গবন্ধুর দেখানো পথে হাঁটছি আমরা- বাউবি উপাচার্য,শিক্ষা,5.0,0.5,50.0
20567587,"

গণ-ইফতার কর্মসূচিতে ছাত্রলীগের হামলার নিন্দা ছাত্রশিবিরের
",শিক্ষা,5.0,0.5,50.0
20563673,"

 সাভারে ২ স্কুলশিক্ষার্থীকে কুপিয়েছে কিশোর গ্যাং সদস্যরা
",শিক্ষা,5.0,0.5,50.0
20567584,"

ভোলায় হঠাৎ অসুস্থ ২৯ শিক্ষার্থী হাসপাতালে ভর্তি
",শিক্ষা,5.0,0.5,50.0
