id,title,category1,T5_rank,T5_S_scale,T5_S_score
20576763,"

রিমার্ক-হারল্যানের সাথে যুক্ত হলেন নুসরাত ফারিয়া
",অর্থনীতি,2.0,0.875,87.5
20573854,"

 রাজশাহীতে সর্বনিম্ন ফিতরা ৯৫ টাকা
",অর্থনীতি,2.0,0.875,87.5
20573853,"

বগুড়ায় পথচারীদের মধ্যে ১ টাকায় ইফতার বিতরণ
",অর্থনীতি,2.0,0.875,87.5
20576768,ইফতারের জুস খাওয়া নিয়ে পাকিস্তানির হাতে বাংলাদেশি খুন,অর্থনীতি,2.0,0.875,87.5
20573940,সড়কে যানজট বৃষ্টিতে ভোগান্তি,অর্থনীতি,2.0,0.875,87.5
20579049,"

ইউরোর বিপরীতে জাপানি ইয়েনের মান ১৬ বছরের মধ্যে সর্বনিম্ন
",অর্থনীতি,2.0,0.875,87.5
20579052,"

মক্কায় আন্তর্জাতিক আলেমদের নিয়ে সম্মেলন
",অর্থনীতি,2.0,0.875,87.5
20573841,"
কম খরচে বেশি লাভ  
ভুট্টা চাষে ঝুঁকছে শৈলকুপার চাষিরা
",অর্থনীতি,2.0,0.875,87.5
20573840,"

 করতোয়া নদী পুনঃখনন কাজের উদ্বোধন 
",অর্থনীতি,2.0,0.875,87.5
20579262,জিম্মি জাহাজের মালিকপক্ষের সঙ্গে যোগাযোগ করেছে জলদস্যুরা,অর্থনীতি,2.0,0.875,87.5
20573837,"

হোসেনপুরে কাওনা সেতুর কাজ শেষ না করেই ঠিকাদার উধাও
",অর্থনীতি,2.0,0.875,87.5
20573877,"
 	মতবিনিময় সভায় রাঙ্গা 
ঈদযাত্রায় বাড়তি ভাড়া নিলে পরিবহন বন্ধ করে দেয়া হবে
",অর্থনীতি,2.0,0.875,87.5
20573836,"

 পুলিশ সেজে গাড়িতে ছিনতাইকালে চক্রের এক সদস্য আটক
",অর্থনীতি,2.0,0.875,87.5
20576472,"

গোপালগঞ্জে সড়ক দুর্ঘটনায় নিহত ৫
",অর্থনীতি,2.0,0.875,87.5
20576273,মৃতের সংখ্যা বেড়ে ১৪,অর্থনীতি,2.0,0.875,87.5
20573934,সম্পদ বিবরণী জমা দেয়ার বাধ্যবাধকতা বাতিল হলে দুর্নীতি উৎসাহিত হবে,অর্থনীতি,2.0,0.875,87.5
20573946,কিছুটা কমেছে সোনার দাম,অর্থনীতি,2.0,0.875,87.5
20573929,চোরাচালান নিয়ে সিলেটে ক্ষোভ বাড়ছে,অর্থনীতি,2.0,0.875,87.5
20573928,এমভি আব্দুল্লাহ উদ্ধারে কেন অভিযান চান না মালিকপক্ষ,অর্থনীতি,2.0,0.875,87.5
20573948,নবাবগঞ্জে ছিন্ন মুকুল ফাউন্ডেশনের ইফতার সামগ্রী বিতরণ,অর্থনীতি,2.0,0.875,87.5
20573924,বিয়ে প্রতি গড়ে ঋণ লাখ টাকা,অর্থনীতি,2.0,0.875,87.5
20573923,জ্বালানি তেলের দাম কমার সুফল মিলছে না,অর্থনীতি,2.0,0.875,87.5
20573922,মশা নিধনে জনবল নেই রংপুর সিটির,অর্থনীতি,2.0,0.875,87.5
20573918,সিলেটের জৈন্তা গেটে দিনভর সড়ক অবরোধ,অর্থনীতি,2.0,0.875,87.5
20573951,পাকুন্দিয়ায় ভূমি অধিগ্রহণের টাকার দাবিতে মানববন্ধন,অর্থনীতি,2.0,0.875,87.5
20573955,দাম বেশি রাখায় হবিগঞ্জে চার ব্যবসায়ীকে অর্থদণ্ড,অর্থনীতি,2.0,0.875,87.5
20573963,ঝুপড়ি ঘরে ওদের সুখ,অর্থনীতি,2.0,0.875,87.5
20573967,খাগড়াছড়িতে দাম বেঁধে দেয়ায় মাংস বিক্রি বন্ধ,অর্থনীতি,2.0,0.875,87.5
20573977,"ধনবাড়ীতে রমজান মাসে লোডশেডিং, জনজীবন বিপর্যস্ত",অর্থনীতি,2.0,0.875,87.5
20573978,শ্রীমঙ্গলে দ্বিতীয় দিনেও কর্মবিরতিতে দলিল লেখকরা,অর্থনীতি,2.0,0.875,87.5
20573988,নড়াইলের পাজারখালী মহাশ্মশান নদী ভাঙনের কবলে,অর্থনীতি,2.0,0.875,87.5
20573897,"
	অফশোর ব্যাংকিং আইন প্রণয়ন 
মিথ্যা তথ্য দিলেই ৫ হাজার ডলার জরিমানা  
",অর্থনীতি,2.0,0.875,87.5
20573990,চিংড়ি রপ্তানি কমছে বিশ্ববাজারে,অর্থনীতি,2.0,0.875,87.5
20573994,ব্রাহ্মণবাড়িয়ার ২ দিন ধরে বন্ধ মাংস বিক্রি,অর্থনীতি,2.0,0.875,87.5
20574003,উপকূলের মানুষের দুঃখ-কষ্টের কথা শুনলেন সুইডেনের রাজকন্যা,অর্থনীতি,2.0,0.875,87.5
20575246,"

গাজীপুরে বিস্ফোরণ : নিহত বেড়ে ১৩
",অর্থনীতি,2.0,0.875,87.5
20573888,"
	জলাবদ্ধতা ও যানজটে নাকাল  
হঠাৎ বৃষ্টিতে ভোগান্তিতে রাজধানীবাসী
",অর্থনীতি,2.0,0.875,87.5
20576261,"

গাজীপুরে সিলিন্ডার বিস্ফোরণ : আরো ২ জনের মৃত্যু
",অর্থনীতি,2.0,0.875,87.5
20576275,আজ ১৫ ঘণ্টা গ্যাস থাকবে না রাজধানীর যেসব এলাকায়,অর্থনীতি,2.0,0.875,87.5
20587796,"

গাজা যুদ্ধের প্রভাবে ইন্দোনেশিয়া-মালয়েশিয়ায় ম্যাকডোনাল্ডস-স্টারবাকসের ধস
",অর্থনীতি,2.0,0.875,87.5
20573938,২৯ পণ্যের মূল্য বেঁধে দেয়া অযৌক্তিক- দোকান মালিক সমিতি,অর্থনীতি,2.0,0.875,87.5
20587806,"

বাংলাদেশ থেকে আম আমদানি করতে চায় চীন
",অর্থনীতি,2.0,0.875,87.5
20600831,"

নোয়াখালীতে অগ্নিকাণ্ডে ৮ দোকান পুড়ে ছাই
",অর্থনীতি,2.0,0.875,87.5
20600837,"

এভিয়েশন শিল্পে কারিগরি সহযোগিতা দিতে আগ্রহী জার্মানি
",অর্থনীতি,2.0,0.875,87.5
20600840,"

ভারত থেকে আরো ৩০০ টন আলু আমদানি
",অর্থনীতি,2.0,0.875,87.5
20600844,"

ঈদগাঁওতে গ্যাসের আগুনে নিঃস্ব ২ সহোদর
",অর্থনীতি,2.0,0.875,87.5
20601944,"

সরকারি চাকরিতে ঢুকলেই পেনশন স্কিম বাধ্যতামূলক
",অর্থনীতি,2.0,0.875,87.5
20601946,"

সামর্থবানদের সম্পদে গরিবদের হক রয়েছে : ছাত্রশিবির
",অর্থনীতি,2.0,0.875,87.5
20601947,"

নারায়ণগঞ্জে ২ ক্লিনিকসহ ৪ প্রতিষ্ঠানকে জরিমানা
",অর্থনীতি,2.0,0.875,87.5
20573793,"
ডাকাত সন্দেহে পিটিয়ে মানুষ হত্যা 
দুর্বিষহ মানুষ আইন হাতে তুলে নিচ্ছে
",অর্থনীতি,2.0,0.875,87.5
20601951,"

কিশোরগঞ্জে বেগুনের কেজি ১ টাকা ২৫ পয়সা, কেনার লোক নেই
",অর্থনীতি,2.0,0.875,87.5
20601952,"

শ্রমিকদের স্বার্থ রক্ষায় ঐক্যবদ্ধভাবে কাজ করতে হবে : অধ্যাপক হারুনুর রশিদ
",অর্থনীতি,2.0,0.875,87.5
20600830,"

উখিয়ার রোহিঙ্গা ক্যাম্পে সুইডেনের প্রিন্সেস ক্রাউন ভিক্টোরিয়া
",অর্থনীতি,2.0,0.875,87.5
20601954,"

দ. কোরিয়ার সাথে দ্বিপক্ষীয় বাণিজ্য চুক্তির কথা ভাবছে বাংলাদেশ : পররাষ্ট্রমন্ত্রী
",অর্থনীতি,2.0,0.875,87.5
20601963,"

মালিবাগে রেস্তোরাঁয় সিলিন্ডার বিস্ফোরণে দগ্ধ ৪
",অর্থনীতি,2.0,0.875,87.5
20601967,"মালিবাগে ফের রেস্তোরাঁর সিলিন্ডার থেকে আগুন, দগ্ধ ৪",অর্থনীতি,2.0,0.875,87.5
20601973,ভারত থেকে এলো আরও ৩০০ টন আলু,অর্থনীতি,2.0,0.875,87.5
20573783,"

আর্থিক প্রতিষ্ঠানে জালজালিয়াতির প্রভাবে কমছে আমানত-ঋণগ্রহীতা
বাংলাদেশ ব্যাংকের প্রতিবেদন
",অর্থনীতি,2.0,0.875,87.5
20603721,"

সাভারে গরুর গোস্তের মূল ৬৫০ টাকা নির্ধারণে ব্যবসায়ীরা দোকান বন্ধ রেখেছে
",অর্থনীতি,2.0,0.875,87.5
20573780,"

ডিএসসিসির যন্ত্রপাতি কেনায় অনিয়ম-দুর্নীতির অভিযোগ
",অর্থনীতি,2.0,0.875,87.5
20573778,"
রাজপথে মৃত্যুর হানা 
নাটোর ও নওগাঁয় নিহত ২
",অর্থনীতি,2.0,0.875,87.5
20604072,"

ফিলিস্তিনিদের জন্য ৪ কোটি ডলার অনুদানের ঘোষণা সৌদির
",অর্থনীতি,2.0,0.875,87.5
20604073,"

২৩৭ কোটি টাকার মসুর ডাল ও চিনি কিনবে সরকার
",অর্থনীতি,2.0,0.875,87.5
20573774,"

 ব্যবসায়ীদের অ্যাপস দেয়া হচ্ছে, কোনো মধ্যস্বত্বভোগী থাকবে না - বাণিজ্য প্রতিমন্ত্রী
",অর্থনীতি,2.0,0.875,87.5
20601957,"

ঈদে নতুন নোট পাওয়া যাবে ৩১ মার্চ থেকে
",অর্থনীতি,2.0,0.875,87.5
20573810,"

হাইতির রাজধানীতে ১০ জন খুন
",অর্থনীতি,2.0,0.875,87.5
20600850,বিজিএমইএ নির্বাচনে ফোরাম প্যানেল থেকে সর্বোচ্চ ভোট পেলেন রাঈদ চৌধুরী,অর্থনীতি,2.0,0.875,87.5
20573818,"

 কৃষি ঋণ প্রদানে ইবিএল-আইফার্মার চুক্তি
",অর্থনীতি,2.0,0.875,87.5
20573827,"

লালমোহনে কাঁচামরিচের বাম্পার ফলন
বেশি দাম পেয়ে খুশি কৃষকরা
",অর্থনীতি,2.0,0.875,87.5
20573828,"

বেপরোয়াভাবে পাচার হচ্ছে কাপ্তাই পাল্পউড বাগানের কাঠ
",অর্থনীতি,2.0,0.875,87.5
20573825,"

রাজারহাটে ৬৫০ টাকায় দেশী গরুর গোশত বিক্রি শুরু
",অর্থনীতি,2.0,0.875,87.5
20573816,"

  মাদানী অ্যাভেনিউতে ব্র্যাক ব্যাংকের স্থানান্তরিত ব্রাঞ্চের উদ্বোধন 
",অর্থনীতি,2.0,0.875,87.5
20597760,"

 সড়ক দুর্ঘটনায় এক মাসে নিহত ৫৫৫ 
",অর্থনীতি,2.0,0.875,87.5
20573819,"

 বেপজা অর্থনৈতিক অঞ্চলে আড়াই কোটি ডলার বিনিয়োগ করবে চীনা প্রতিষ্ঠান
",অর্থনীতি,2.0,0.875,87.5
20600824,"

আশুলিয়ায় স্ত্রীকে পিটিয়ে হত্যার দায়ে স্বামী গ্রেফতার
",অর্থনীতি,2.0,0.875,87.5
20597789,ডিএনসিসির খাল না হওয়া সত্ত্বেও আমরা পরিষ্কার করছি: আতিকুল ইসলাম,অর্থনীতি,2.0,0.875,87.5
20597790,যেভাবে জলদস্যুদের থেকে এমভি রুয়েনকে উদ্ধার করে ভারতীয় নৌবাহিনী,অর্থনীতি,2.0,0.875,87.5
20573815,"

পতনে প্রায় ৩ বছর পেছাল পুঁজিবাজার
",অর্থনীতি,2.0,0.875,87.5
20600828,"

বালিয়াডাঙ্গীতে বৃষ্টির সাথে দমকা হাওয়ায় ব্যাপক ক্ষতি
",অর্থনীতি,2.0,0.875,87.5
20597792,এভিয়েশন শিল্পে কারিগরি সহযোগিতা প্রদান করতে চায় জার্মানি,অর্থনীতি,2.0,0.875,87.5
20573961,সপ্তাহ না ঘুরতেই উঠে যাচ্ছে কার্পেটিং,আইন,3.0,0.75,75.0
20573954,খুলনায় ডাকাতির প্রস্তুতিকালে গ্রেপ্তার ৫,আইন,3.0,0.75,75.0
20597767,"

গাজায় ইসরাইলি হামলার পর মার্কিন মুসলিমদের নজরদারিতে রেখেছে এফবিআই
",আইন,3.0,0.75,75.0
20573956,ঘুমের ইনজেকশন দিয়ে ৬০০ টাকার জি-পেথিডিন বানাতো তাঁরা,আইন,3.0,0.75,75.0
20573950,ঘুরে দাঁড়ানোর লড়াই কৃষকদের,আইন,3.0,0.75,75.0
20576483,গোপালগঞ্জে সড়ক দুর্ঘটনায় নিহত ৫,আইন,3.0,0.75,75.0
20573968,মুরাদনগরে খাল থেকে বৃদ্ধার লাশ উদ্ধার,আইন,3.0,0.75,75.0
20587781,"

জামালপুরের কাউন্সিলর মমিনের লাশ কুমিল্লায় উদ্ধার
",আইন,3.0,0.75,75.0
20603727,"

মাটি উত্তোলনে বাধা দেয়ায় ড্রেজার ব্যবসায়ীর হামলা, আহত ২
",আইন,3.0,0.75,75.0
20603728,"

গাজীপুর থেকে অপহৃত প্রবাসীকে নরসিংদী হতে শেকলে বাঁধা অবস্থায় উদ্ধার, ৩ ভাই-বোন গ্রেফতার
",আইন,3.0,0.75,75.0
20587785,"

আগাম জামিন পেলেন আইনজীবী যুথীসহ ৪ জন
",আইন,3.0,0.75,75.0
20573947,গুণীজনকে সঠিক মর্যাদা দিতে হবে: আইনমন্ত্রী,আইন,3.0,0.75,75.0
20587790,"

হাইকোর্টে জামিন পেলেন ব্যারিস্টার কাজল
",আইন,3.0,0.75,75.0
20573945,কেরানীগঞ্জে ভুল চিকিৎসায় স্কুলছাত্রীর মৃত্যুর অভিযোগ,আইন,3.0,0.75,75.0
20573943,সালাম মুর্শেদীর দখলে থাকা গুলশানের বাড়ি তিন মাসের মধ্যে সরকারের কাছে হস্তান্তরের নির্দেশ,আইন,3.0,0.75,75.0
20587793,"

জামিন পেলেন বিএনপি নেতা আমান
",আইন,3.0,0.75,75.0
20573949,মেহেরপুরে ১২ মামলার আসামি গ্রেপ্তার,আইন,3.0,0.75,75.0
20573969,পাবনায় কবরস্থান থেকে ১৫ কঙ্কাল চুরি,আইন,3.0,0.75,75.0
20573979,খুলনায় যুবকের অর্ধগলিত মরদেহ উদ্ধার,আইন,3.0,0.75,75.0
20579041,"

যশোরে অস্ত্র ও ইয়াবাসহ আটক ৩
",আইন,3.0,0.75,75.0
20600829,"

রাজাপুরে ধর্ষণ মামলার আসামিকে গ্রেফতার করেছে র‌্যাব
",আইন,3.0,0.75,75.0
20600832,"

কুমিল্লায় মুখে স্কচটেপ পেঁচানো লাশ উদ্ধার
",আইন,3.0,0.75,75.0
20600833,"

মিয়ানমারে সঙ্ঘাত : রমজানেও শান্তিতে ঘুমাতে পারছে না সীমান্তবাসী
",আইন,3.0,0.75,75.0
20576756,"

শৈলকূপায় ইঁদুরের পেটে কৃষকের ১২ টন গম
",আইন,3.0,0.75,75.0
20600838,"

ডিএমপির অভিযানে গ্রেফতার ২১
",আইন,3.0,0.75,75.0
20576473,"

চট্টগ্রাম কারাগারে কয়েদির আত্মহত্যা, ৩ কারারক্ষী বরখাস্ত
",আইন,3.0,0.75,75.0
20600839,"

আটকে পড়া রুশ খনি শ্রমিকদের ‘অবস্থা কঠিন’ : গভর্নর
",আইন,3.0,0.75,75.0
20600841,"

সাঁথিয়ায় গণধর্ষণ মামলায় অভিযুক্ত ৩ আসামি গ্রেফতার
",আইন,3.0,0.75,75.0
20600827,"

ব্যারিস্টার কায়সার কামালসহ ১০ আইনজীবীর জামিন
",আইন,3.0,0.75,75.0
20576267,"

জৈন্তাপুরে মিনি ট্রাকের ধাক্কায় নিহত ১
",আইন,3.0,0.75,75.0
20587800,"

মানব পাচার ও রোহিঙ্গা সঙ্কটের স্থায়ী সমাধানে সহযোগিতার আহ্বান পররাষ্ট্র সচিবের
",আইন,3.0,0.75,75.0
20600825,"

মানব পাচারের হটস্পট দেশের ১০ জেলা
অবহিতকরণ সভায় তথ্য প্রকাশ
",আইন,3.0,0.75,75.0
20601949,"

বরিশালে নিখোঁজের দুই দিন পর জেলের লাশ উদ্ধার
",আইন,3.0,0.75,75.0
20573992,বানিয়াচংয়ে ২ ভুয়া ম্যাজিস্ট্রেটের সাজা,আইন,3.0,0.75,75.0
20601950,"

সোমালিয়ার জলদস্যুর হাতে জিম্মি স্বামীর জন্য কাঁদছেন পিরোজপুরের নববধূ
",আইন,3.0,0.75,75.0
20573989,কলাপাড়ায় মেয়রের ফেসবুক-হোয়াট্‌সঅ্যাপ হ্যাক করে টাকা দাবি,আইন,3.0,0.75,75.0
20576767,সহকারী সমাজসেবা অফিসার’ পদে সুপারিশ করতে রুল,আইন,3.0,0.75,75.0
20573983,"মাইক্রোবাসে অপহরণ করে মুক্তিপণ আদায়, গ্রেপ্তার ৩",আইন,3.0,0.75,75.0
20573982,বিএসএফ’র গুলিতে নিহত যুবকের লাশ হস্তান্তর,আইন,3.0,0.75,75.0
20573980,খুলনায় বিদ্যুৎস্পৃষ্টে বউ ও শাশুড়ির মৃত্যু,আইন,3.0,0.75,75.0
20576484,হাইকোর্টে আগাম জামিন পেলেন নাহিদ সুলতানা যুথি,আইন,3.0,0.75,75.0
20573975,"চাঁপাইনবাবগঞ্জে হত্যা মামলায় মৃত্যুদণ্ড ১, যাবজ্জীবন ৪",আইন,3.0,0.75,75.0
20573976,"বোয়ালমারীতে প্রতিপক্ষের হামলায় বসতঘর ও দোকানপাট ভাঙচুর, আহত ৪, আটক ৭",আইন,3.0,0.75,75.0
20604078,মৌলভীবাজার কারাগারে বিয়ে,আইন,3.0,0.75,75.0
20573849,"

চসিক কাউন্সিলর টিনু কারাগারে
",আইন,3.0,0.75,75.0
20573904,"

 ধর্ষকের শাস্তি দাবিতে তালায় মানববন্ধন
",আইন,3.0,0.75,75.0
20573856,"

ধানক্ষেতে ইঁদুর মারার বিদ্যুতের তারে জড়িয়ে বউ-শাশুড়ির মৃত্যু
",আইন,3.0,0.75,75.0
20573838,"
সেচ পাম্পে অগ্নিসংযোগ 
উজিরপুরে ইউপি চেয়ারম্যানের বিরুদ্ধে মামলা
",আইন,3.0,0.75,75.0
20573912,চন্দনাইশে অবৈধভাবে মাটি কাটার দায়ে ইটভাটায় জরিমানা,আইন,3.0,0.75,75.0
20573857,"

 হাইকোর্টে ব্যারিস্টার কাজলের জামিন আবেদন 
মুক্তি দাবিতে আইনজীবী সমাবেশ
",আইন,3.0,0.75,75.0
20573858,"
	সুপ্রিম কোর্ট বারে মারামারি  
যুথীর জামিন শুনানি হবে হাইকোর্টের নতুন বেঞ্চে 
",আইন,3.0,0.75,75.0
20573900,"

তানভীর ও জেসমিনসহ ৯ জনকে যাবজ্জীবন কারাদণ্ড
	হলমার্ক মামলায় আদালত : যারা অর্থনীতিকে খেলো মনে করে তাদের মৃত্যুদণ্ড হওয়া উচিত
",আইন,3.0,0.75,75.0
20573863,"

আদালতে মামুনুল হকের মামলার তদন্ত কর্মকর্তাকে তৃতীয় দফায় জেরা 
",আইন,3.0,0.75,75.0
20573776,"

সালাম মুর্শেদীর গুলশানের সেই বাড়ি সরকারের কাছে হস্তান্তরের নির্দেশ
",আইন,3.0,0.75,75.0
20573782,"

সুইডেনের রাজকন্যা ভিক্টোরিয়ার উপকূলীয় কয়রা পরিদর্শন
",আইন,3.0,0.75,75.0
20573930,হলমার্কের তানভীর ও তার স্ত্রীর যাবজ্জীবন,আইন,3.0,0.75,75.0
20573791,"

আইএসপিএবি’র নতুন মেয়াদের সভাপতি ইমদাদুল, মহাসচিব নাজমুল
",আইন,3.0,0.75,75.0
20573826,"
নয়া দিগন্তে সংবাদ প্রকাশ 
ফরিদপুরে নষ্ট করা হলো সেই গাঁজার বাগান
",আইন,3.0,0.75,75.0
20573885,"
	সংশোধিত নাগরিকত্ব আইন নিয়ে শুনানি শুরু 
মোদি সরকারকে তিন সপ্তাহের মধ্যে জবাব দেয়ার নির্দেশ
",আইন,3.0,0.75,75.0
20573822,"

অভয়াশ্রমে মাছ ধরায় ২৫ জেলেকে জেল-জরিমানা
",আইন,3.0,0.75,75.0
20573933,তদন্তকারী কর্মকর্তাকে তৃতীয় দফা আসামিপক্ষের আইনজীবীর জেরা,আইন,3.0,0.75,75.0
20573927,নতুন বেঞ্চ করে দিলেন প্রধান বিচারপতি,আইন,3.0,0.75,75.0
20573876,"

 ব্রিটিশ নাগরিকের মৃত্যুতে তদন্ত করে প্রতিবেদন দেয়ার নির্দেশ 
",আইন,3.0,0.75,75.0
20573824,"

 লক্ষ্মীপুরে আইনজীবীদের সম্মানে ইফতার মাহফিল
",আইন,3.0,0.75,75.0
20573932,পার্কে নিয়ে কলেজছাত্রীকে ধর্ষণ,আইন,3.0,0.75,75.0
20573808,"

অরুনাচল নিয়ে চীনের দাবি অযৌক্তিক : ভারত
",বিজ্ঞান,4.0,0.625,62.5
20576478,"

চীনে সড়ক দুর্ঘটনায় নিহত ১৪
",বিজ্ঞান,4.0,0.625,62.5
20576489,পার্কিং লটে উদ্ধার ১৮০০ বছরের পুরনো রোমান মূর্তি,বিজ্ঞান,4.0,0.625,62.5
20576488,"চীনে এক্সপ্রেসওয়ের টানেল ধস, নিহত ১৪",বিজ্ঞান,4.0,0.625,62.5
20573790,"

বাংলাদেশের প্রথম অনলাইন ট্রাভেল মার্কেটপ্লেস বাহাজা ডটকম
",বিজ্ঞান,4.0,0.625,62.5
20576491,১২ বছরেই কলেজের অংক শেখাচ্ছে প্রতিভাবান এই ছাত্রী,বিজ্ঞান,4.0,0.625,62.5
20601964,"

১ দশমিক ৩ মিলিয়নের বেশি যাত্রী পরিবহনে প্রস্তুত সৌদি হারামাইন হাই স্পিড রেলওয়ে
",বিজ্ঞান,4.0,0.625,62.5
20603725,"

চীনে এক্সপ্রেসওয়ের টানেলে বাস দুর্ঘটনায় নিহত ১৪
",বিজ্ঞান,4.0,0.625,62.5
20587789,"

উত্তর কোরিয়ার নেতা কিম হাইপারসনিক ক্ষেপণাস্ত্র ইঞ্জিন পরীক্ষা তত্ত্বাবধান করেছেন
",বিজ্ঞান,4.0,0.625,62.5
20579036,"

পাকিস্তানে কয়লা খনি ধস, মৃত্যু ১২
",বিজ্ঞান,4.0,0.625,62.5
20573820,"

ওয়ালটন কম্পিউটারের শতভাগ ক্যাশব্যাক পেলেন ৬ ক্রেতা
",বিজ্ঞান,4.0,0.625,62.5
20573789,"

গুগলের নতুন এআই মডেল ‘সিমা’
",বিজ্ঞান,4.0,0.625,62.5
20587787,"

জাপান উপকূলে দক্ষিণ কোরিয়ার ট্যাঙ্কার ডুবি, নিখোঁজ ৭
",বিজ্ঞান,4.0,0.625,62.5
20579263,নিউজিল্যান্ডের ফ্লাইট থেকে নামিয়ে দেয়া হলো দুই নারীকে,বিজ্ঞান,4.0,0.625,62.5
20600852,ওয়ালটন কম্পিউটারের ক্যাশব্যাক অফারে ব্যাপক সাড়া,বিজ্ঞান,4.0,0.625,62.5
20573843,"

 সৌদিতে সড়ক দুর্ঘটনায় ঈদগাঁওয়ের যুবক নিহত
",বিজ্ঞান,4.0,0.625,62.5
20597791,‘বোনাস এর উপর বোনাস’ শীর্ষক ঈদ ক্যাম্পেইন নিয়ে এল স্যামসাং,বিজ্ঞান,4.0,0.625,62.5
20573821,"

পোর্ট সিটি ইন্টারন্যাশনাল ইউনিভার্সিটিতে ওবিই কারিকুলাম বিষয়ক প্রশিক্ষণ
",শিক্ষা,5.0,0.5,50.0
20601972,চবি রেজিস্ট্রারকে হুঁশিয়ারি: ছাত্রলীগ না হলেই চাকরি ক্যান্সেল,শিক্ষা,5.0,0.5,50.0
20597788,প্রয়াত বীর মুক্তিযোদ্ধা আইয়ুব আলী মোল্লাকে গার্ড অব অনার প্রদান,শিক্ষা,5.0,0.5,50.0
20573784,"

ভোলায় অজানা রোগে ২৯ শিক্ষার্থী হাসপাতালে 
আতঙ্কে অভিভাবক ও শিক্ষকরা
",শিক্ষা,5.0,0.5,50.0
20600834,"

মধুপুরে চোরের লাঠির আঘাতে স্কুলছাত্র নিহত
",শিক্ষা,5.0,0.5,50.0
20573785,"
	অবন্তিকার স্ট্যাটাস  
 ‘সাধারণ শিক্ষার্থীদের এমনিতেও কখনো মূল্য ছিল না প্রক্টর অফিসে’
",শিক্ষা,5.0,0.5,50.0
20573823,"

 সুবর্ণচরে ব্যবসা প্রতিষ্ঠানে সন্ত্রাসী হামলা, মালামাল লুট
",শিক্ষা,5.0,0.5,50.0
20576771,জবির সেই ছাত্রী এবার রাষ্ট্রপতির কাছে যৌন নিপীড়নের বিচার চাইলেন,শিক্ষা,5.0,0.5,50.0
20601945,"

ভোলায় অজানা রোগে আক্রান্ত ৩৬ শিক্ষার্থী বিষয়ে যা জানা যাচ্ছে
",শিক্ষা,5.0,0.5,50.0
20587810,"

এমভি আব্দুল্লাহর মালিকপক্ষের সাথে যোগাযোগ করলো সোমালি জলদস্যুরা
",শিক্ষা,5.0,0.5,50.0
20587807,"

কুবিতে প্রশাসনের অনিয়মের প্রতিবাদে ৪ আবাসিক শিক্ষকের পদত্যাগ
",শিক্ষা,5.0,0.5,50.0
20587803,"

মিরসরাইয়ে অসুস্থ ঈগল উদ্ধার
",শিক্ষা,5.0,0.5,50.0
20587795,"
সবচেয়ে সুখী দেশ ফিনল্যান্ড 
সুখী দেশের তালিকায় মিয়ানমারের চেয়েও ১১ ধাপ নিচে বাংলাদেশ 
",শিক্ষা,5.0,0.5,50.0
20587791,"

আবারো স্কুলে যেতে পারছে না আফগান মেয়েরা
",শিক্ষা,5.0,0.5,50.0
